DateTime,IncidentNumber,IncidentORI
2022-02-08 11:38:00,2022-00006918,MORREN DR / 12TH AVE NE
2022-02-08 11:38:00,2022-00001941,2500 MEADOWOOD BLVD
2022-02-08 11:38:00,2022-00002481,2500 MEADOWOOD BLVD
2022-02-08 11:42:00,2022-00006921,1456 24TH AVE SE
2022-02-08 11:43:00,2022-00006931,225 OLDE BROOK CT
2022-02-08 11:43:00,2022-00001942,2900 OAK TREE AVE
2022-02-08 11:43:00,2022-00002482,2900 OAK TREE AVE
2022-02-08 11:45:00,2022-00006922,2309 TAHOE DR
2022-02-08 11:48:00,2022-00006935,2300 W MAIN ST
2022-02-08 11:50:00,2022-00002501,901 N PORTER AVE
2022-02-08 11:52:00,2022-00006924,1809 N STUBBEMAN AVE
2022-02-08 11:59:00,2022-00006926,4110 INDIAN POINT CIR
2022-02-08 11:59:00,2022-00006925,911 W MAIN ST
2022-02-08 12:01:00,2022-00006927,N CARTER AVE / E MAIN ST
2022-02-08 12:02:00,2022-00006933,706 CLAREMONT DR
2022-02-08 12:04:00,2022-00006929,2900 OAK TREE AVE
2022-02-08 12:12:00,2022-00006928,575 S UNIVERSITY BLVD
2022-02-08 12:15:00,2022-00006941,1000 ALAMEDA ST
2022-02-08 12:15:00,2022-00006932,601 12TH AVE NE
2022-02-08 12:17:00,2022-00006934,6550 CORKEY DR
2022-02-08 12:19:00,2022-00001943,1050 RAMBLING OAKS DR
2022-02-08 12:19:00,2022-00002483,1050 RAMBLING OAKS DR
2022-02-08 12:21:00,2022-00006950,103 MERKLE DR
2022-02-08 12:22:00,2022-00006938,1024 CONNELLY LN
2022-02-08 12:25:00,2022-00006936,2204 E IMHOFF RD
2022-02-08 12:25:00,2022-00006937,800 W ROBINSON ST
2022-02-08 12:27:00,2022-00006939,1311 DA VINCI ST
2022-02-08 12:28:00,2022-00006963,N FLOOD AVE / W JOHNSON ST
2022-02-08 12:28:00,2022-00006940,111 HAL MULDROW DR
2022-02-08 12:31:00,2022-00006959,315 E DAWS ST
2022-02-08 12:40:00,2022-00006947,406 LAMP POST RD
2022-02-08 12:40:00,2022-00006942,807 CARDINAL CREEK BLVD
2022-02-08 12:43:00,2022-00006943,1401 E CEDAR LANE RD
2022-02-08 12:43:00,2022-00006944,JENKINS AVE / W IMHOFF RD
2022-02-08 12:53:00,2022-00001944,616 WELSTON CIR
2022-02-08 12:53:00,2022-00002484,616 WELSTON CIR
2022-02-08 12:53:00,2022-00006945,1919 W BOYD ST
2022-02-08 12:53:00,2022-00006946,1150 ALAMEDA ST
2022-02-08 12:55:00,2022-00001945,2550 W FRANKLIN RD
2022-02-08 12:55:00,2022-00002485,2550 W FRANKLIN RD
2022-02-08 13:11:00,2022-00006949,807 S PONCA AVE
2022-02-08 13:14:00,2022-00001946,1650 24TH AVE NW
2022-02-08 13:15:00,2022-00006948,950 CHAUTAUQUA AVE
2022-02-08 13:25:00,2022-00006951,111 HAL MULDROW DR
2022-02-08 13:26:00,2022-00001947,2124 WILKINSON CT
2022-02-08 13:27:00,2022-00006952,CLASSEN BLVD / 12TH AVE SE
2022-02-08 13:29:00,2022-00006953,300 LAMP POST RD
2022-02-08 13:30:00,2022-00006954,600 PARKSIDE RD
2022-02-08 13:31:00,2022-00006955,NNHS
2022-02-08 13:32:00,2022-00006956,1809 N STUBBEMAN AVE
2022-02-08 13:38:00,2022-00006957,807 S PONCA AVE
2022-02-08 13:45:00,2022-00006958,2300 W MAIN ST
2022-02-08 13:51:00,2022-00002492,3300 HEALTHPLEX PKWY
2022-02-08 13:54:00,2022-00002497,901 N PORTER AVE
2022-02-08 14:05:00,2022-00001948,4223 28TH AVE NW
2022-02-08 14:05:00,2022-00002486,4223 28TH AVE NW
2022-02-08 14:08:00,2022-00006960,2425 POPPY LN
2022-02-08 14:10:00,2022-00006961,3100 CREEKWOOD CT
2022-02-08 14:12:00,2022-00006962,JENKINS AVE / W BOYD ST
2022-02-08 14:14:00,2022-00006967,111 HAL MULDROW DR
2022-02-08 14:19:00,2022-00006964,105 E VIDA WAY
2022-02-08 14:22:00,2022-00001949,807 BILOXI DR
2022-02-08 14:22:00,2022-00002487,807 BILOXI DR
2022-02-08 14:24:00,2022-00006965,120TH AVE SE / STATE HWY 9 HWY
2022-02-08 14:32:00,2022-00006966,2104 W BROOKS ST
2022-02-08 14:32:00,2022-00006970,2016 SIERRA ST
2022-02-08 14:34:00,2022-00006969,2200 W MAIN ST
2022-02-08 14:34:00,2022-00006988,200 E GRAY ST
2022-02-08 14:35:00,2022-00006968,3056 24TH AVE NW
2022-02-08 14:37:00,2022-00006972,3651 CLASSEN BLVD
2022-02-08 14:39:00,2022-00001950,3751 EAGLE CLIFF DR
2022-02-08 14:41:00,2022-00006973,301 CHALMETTE DR
2022-02-08 14:41:00,2022-00002488,3300 HEALTHPLEX PKWY
2022-02-08 14:46:00,2022-00006971,1919 W BOYD ST
2022-02-08 14:48:00,2022-00002490,901 N PORTER AVE
2022-02-08 14:52:00,2022-00006974,100 26TH AVE SW
2022-02-08 14:53:00,2022-00001951,1330 E LINDSEY ST
2022-02-08 14:53:00,2022-00002489,1330 E LINDSEY ST
2022-02-08 15:02:00,2022-00006975,103 W ACRES ST
2022-02-08 15:02:00,2022-00006976,2409 HUNTING HORSE TRL
2022-02-08 15:03:00,2022-00001952,2550 MOUNT WILLIAMS DR
2022-02-08 15:03:00,2022-00002491,2550 MOUNT WILLIAMS DR
2022-02-08 15:07:00,2022-00001953,340 WICHITA DR
2022-02-08 15:07:00,2022-00002493,340 WICHITA DR
2022-02-08 15:09:00,2022-00001954,2818 CLASSEN BLVD
2022-02-08 15:09:00,2022-00002494,2818 CLASSEN BLVD
2022-02-08 15:11:00,2022-00006977,215 N PONCA AVE
2022-02-08 15:12:00,2022-00006978,1351 HIGH MEADOW DR
2022-02-08 15:13:00,2022-00002495,3300 HEALTHPLEX PKWY
2022-02-08 15:14:00,2022-00006979,102 N PORTER AVE
2022-02-08 15:16:00,2022-00006981,1200 CLASSEN BLVD
2022-02-08 15:19:00,2022-00006980,12609 NELSON LN
2022-02-08 15:23:00,2022-00006985,910 W BOYD ST
2022-02-08 15:26:00,2022-00006982,2512 DEER CHASE DR
2022-02-08 15:33:00,2022-00006983,2505 W MAIN ST
2022-02-08 15:36:00,2022-00006987,TEXAS ST / ARKANSAS ST
2022-02-08 15:36:00,2022-00006984,201 W GRAY ST
2022-02-08 15:37:00,2022-00001955,542 S UNIVERSITY BLVD
2022-02-08 15:37:00,2022-00002496,542 S UNIVERSITY BLVD
2022-02-08 15:37:00,2022-00006986,542 S UNIVERSITY BLVD
2022-02-08 15:45:00,2022-00002499,700 S TELEPHONE RD
2022-02-08 15:54:00,2022-00006990,1208 BROONE DR
2022-02-08 15:57:00,2022-00006989,1326 168TH AVE NE
2022-02-08 15:59:00,2022-00006991,1030 BILOXI DR
2022-02-08 16:00:00,2022-00001956,16703 HALL RD
2022-02-08 16:00:00,2022-00002498,16703 HALL RD
2022-02-08 16:04:00,2022-00002509,1401 SW 34TH ST
2022-02-08 16:05:00,2022-00006993,1801 BROOKHAVEN BLVD
2022-02-08 16:06:00,2022-00006992,1330 DORCHESTER DR
2022-02-08 16:12:00,2022-00006995,E CEDAR LANE RD / 84TH AVE SE
2022-02-08 16:14:00,2022-00006994,1125 S PONCA AVE
2022-02-08 16:23:00,2022-00006996,3651 CLASSEN BLVD
2022-02-08 16:24:00,2022-00006997,2269 DONNA DR
2022-02-08 16:26:00,2022-00006999,STATE HWY 9 HWY / 132ND AVE SE
2022-02-08 16:29:00,2022-00002500,901 N PORTER AVE
2022-02-08 16:31:00,2022-00006998,1809 N STUBBEMAN AVE
2022-02-08 16:33:00,2022-00007000,1800 BEAUMONT DR
2022-02-08 16:35:00,2022-00007001,1725 BRANDON CIR
2022-02-08 16:36:00,2022-00007006,N PORTER AVE / W ROCK CREEK RD
2022-02-08 16:36:00,2022-00007003,5110 180TH AVE NE
2022-02-08 16:37:00,2022-00007010,124 W HAYES ST
2022-02-08 16:39:00,2022-00007002,2300 W MAIN ST
2022-02-08 16:42:00,2022-00002502,700 S TELEPHONE RD
2022-02-08 16:45:00,2022-00001957,151 48TH AVE SW
2022-02-08 16:46:00,2022-00007004,S FINDLAY AVE / ALAMEDA ST
2022-02-08 16:48:00,2022-00002503,901 N PORTER AVE
2022-02-08 16:54:00,2022-00007005,201 W GRAY ST
2022-02-08 16:56:00,2022-00007014,1000 RAMBLING OAKS DR
2022-02-08 16:57:00,2022-00007008,4412 LAS COLINAS LN
2022-02-08 17:03:00,2022-00007011,201 W GRAY ST
2022-02-08 17:04:00,2022-00007009,2900 OAK TREE AVE
2022-02-08 17:10:00,2022-00002504,EMSSTAT
2022-02-08 17:10:00,2022-00001958,207 JUSTIN DR
2022-02-08 17:14:00,2022-00007012,1153 E STATE HWY 9 HWY
2022-02-08 17:16:00,2022-00007013,660 ED NOBLE PKWY
2022-02-08 17:28:00,2022-00007015,796 ASP AVE
2022-02-08 17:32:00,2022-00007016,1228 NORTHCLIFF AVE
2022-02-08 17:35:00,2022-00007017,1006 MCNAMEE ST
2022-02-08 17:35:00,2022-00002505,12700 RIDGEMONT DR
2022-02-08 17:37:00,2022-00007019,12609 NELSON LN
2022-02-08 17:39:00,2022-00007018,201 W GRAY ST
2022-02-08 17:46:00,2022-00002506,3300 HEALTHPLEX PKWY
2022-02-08 17:48:00,2022-00007020,12605 NELSON LN
2022-02-08 17:50:00,2022-00001959,730 MILLER AVE
2022-02-08 17:53:00,2022-00007023,1616 ALAMEDA ST
2022-02-08 17:53:00,2022-00007022,901 24TH AVE SW
2022-02-08 17:54:00,2022-00007021,1200 ALAMEDA ST
2022-02-08 17:58:00,2022-00007026,3400 W MAIN ST
2022-02-08 17:58:00,2022-00001960,1307 NEBRASKA ST
2022-02-08 17:58:00,2022-00002507,1307 NEBRASKA ST
2022-02-08 18:06:00,2022-00007024,1045 W STATE HWY 9 HWY
2022-02-08 18:12:00,2022-00007025,2321 TAHOE DR
2022-02-08 18:13:00,2022-00001961,602 E SYMMES ST
2022-02-08 18:13:00,2022-00002508,602 E SYMMES ST
2022-02-08 18:33:00,2022-00007027,203 12TH AVE NE
2022-02-08 18:35:00,2022-00007029,E MAIN ST / 12TH AVE NE
2022-02-08 18:35:00,2022-00007028,1491 ALAMEDA ST
2022-02-08 18:43:00,2022-00007030,1310 PASO DE VACA
2022-02-08 18:58:00,2022-00007031,E MAIN ST / S PORTER AVE
2022-02-08 18:59:00,2022-00000033,192ND AVE NE / E ALAMEDA ST
2022-02-08 18:59:00,2022-00001962,192ND AVE NE / E ALAMEDA ST
2022-02-08 19:00:00,2022-00007032,3125 PHEASANT RUN RD
2022-02-08 19:03:00,2022-00007033,805 E ROBINSON ST
2022-02-08 19:06:00,2022-00002510,901 N PORTER AVE
2022-02-08 19:13:00,2022-00007034,1616 ALAMEDA ST
2022-02-08 19:26:00,2022-00007035,3507 BOB BUSCH DR
2022-02-08 19:26:00,2022-00007036,2030 W LINDSEY ST
2022-02-08 19:31:00,2022-00007037,805 E ROBINSON ST
2022-02-08 19:44:00,2022-00001963,301 E DALE ST
2022-02-08 19:44:00,2022-00002511,301 E DALE ST
2022-02-08 19:44:00,2022-00007039,12TH AVE NE / LAKECREST DR
2022-02-08 19:45:00,2022-00001964,3125 GREENWOOD CT
2022-02-08 19:45:00,2022-00002512,3125 GREENWOOD CT
2022-02-08 19:45:00,2022-00007038,3125 GREENWOOD CT
2022-02-08 19:47:00,2022-00007040,4707 WILLOW GROVE DR
2022-02-08 19:48:00,2022-00007043,3400 W MAIN ST
2022-02-08 19:55:00,2022-00001965,425 SUMMIT BEND
2022-02-08 20:03:00,2022-00007041,805 E ROBINSON ST
2022-02-08 20:13:00,2022-00007042,540 W MAIN ST
2022-02-08 20:20:00,2022-00002513,700 S TELEPHONE RD
2022-02-08 20:31:00,2022-00007045,24TH AVE SW / W LINDSEY ST
2022-02-08 20:31:00,2022-00007044,3417 MADRA ST
2022-02-08 20:35:00,2022-00007054,500 E BROOKS ST
2022-02-08 20:35:00,2022-00007046,1306 168TH AVE NE
2022-02-08 20:38:00,2022-00007047,407 COLLEGE AVE
2022-02-08 20:40:00,2022-00001966,318 E HAYES ST
2022-02-08 20:40:00,2022-00002514,318 E HAYES ST
2022-02-08 20:43:00,2022-00007048,513 CLEARVIEW DR
2022-02-08 20:44:00,2022-00007049,1000 ALAMEDA ST
2022-02-08 20:47:00,2022-00007050,2550 MOUNT WILLIAMS DR
2022-02-08 20:49:00,2022-00007051,615 W MAIN ST
2022-02-08 20:52:00,2022-00007052,2037 W LINDSEY ST
2022-02-08 21:07:00,2022-00007053,201 W GRAY ST
2022-02-08 21:15:00,2022-00007056,700 COLLEGE AVE
2022-02-08 21:17:00,2022-00007055,1600 ANN BRANDEN BLVD
2022-02-08 21:20:00,2022-00007060,2900 OAK TREE AVE
2022-02-08 21:24:00,2022-00007059,W MAIN ST / S FLOOD AVE
2022-02-08 21:28:00,2022-00007057,2841 CLASSEN BLVD
2022-02-08 21:32:00,2022-00007058,201 W GRAY ST
2022-02-08 21:42:00,2022-00007061,1624 CLAUDIA DR
2022-02-08 21:51:00,2022-00007062,186 N OLIPHANT AVE
2022-02-08 22:11:00,2022-00007064,1616 ALAMEDA ST
2022-02-08 22:18:00,2022-00002515,901 N PORTER AVE
2022-02-08 22:20:00,2022-00007065,4308 WILLOWPOINT DR
2022-02-08 22:25:00,2022-00001967,623 W ACRES ST
2022-02-08 22:25:00,2022-00002516,623 W ACRES ST
2022-02-08 22:25:00,2022-00007066,116 E DALE ST
2022-02-08 22:35:00,2022-00007068,1221 CAMDEN WAY
2022-02-08 22:36:00,2022-00007067,404 W HAYES ST
2022-02-08 22:42:00,2022-00001968,DAKOTA ST / N BERRY RD
2022-02-08 22:59:00,2022-00002519,700 S TELEPHONE RD
2022-02-08 23:05:00,2022-00007069,48TH AVE NE / E INDIAN HILLS RD
2022-02-08 23:09:00,2022-00007070,S PORTER AVE / E COMANCHE ST
2022-02-08 23:10:00,2022-00007071,917 24TH AVE SW
2022-02-08 23:15:00,2022-00002520,700 S TELEPHONE RD
2022-02-08 23:18:00,2022-00001969,2200 CLASSEN BLVD
2022-02-08 23:18:00,2022-00002517,2200 CLASSEN BLVD
2022-02-08 23:21:00,2022-00007075,901 N PORTER AVE
2022-02-08 23:23:00,2022-00001970,819 W HUGHBERT ST
2022-02-08 23:23:00,2022-00002518,819 W HUGHBERT ST
2022-02-08 23:24:00,2022-00007072,N SHERRY AVE / N WESTCHESTER 
2022-02-08 23:24:00,2022-00001971,1440 W LINDSEY ST
2022-02-08 23:24:00,2022-00002521,1440 W LINDSEY ST
2022-02-08 23:24:00,2022-00007073,1440 W LINDSEY ST
2022-02-08 23:30:00,2022-00007074,1600 E STATE HWY 9 HWY
2022-02-08 23:44:00,2022-00007077,5916 WINDSTONE DR
2022-02-08 23:48:00,2022-00007078,125 INTERSTATE DR E
2022-02-08 23:57:00,2022-00001972,N LAHOMA AVE / W MAIN ST
2022-02-08 23:57:00,2022-00002522,N LAHOMA AVE / W MAIN ST
2022-02-08 23:57:00,2022-00007079,N LAHOMA AVE / W MAIN ST
2022-02-09 00:02:00,2022-00007080,3700 12TH AVE SE
2022-02-09 00:07:00,2022-00007081,514 COLLEGE AVE
2022-02-09 00:09:00,2022-00002523,901 N PORTER AVE
2022-02-09 00:25:00,2022-00007083,901 N PORTER AVE
2022-02-09 00:27:00,2022-00007082,1201 12TH AVE NE
2022-02-09 00:33:00,2022-00007084,1500 E IMHOFF RD
2022-02-09 00:38:00,2022-00007085,700 SPRINGWOOD LN
2022-02-09 00:46:00,2022-00007086,2901 OAK TREE AVE
2022-02-09 00:47:00,2022-00007088,2900 OAK TREE AVE
2022-02-09 00:47:00,2022-00007087,17201 WINDING CREEK DR
2022-02-09 00:50:00,2022-00001974,3220 CONESTOGA DR
2022-02-09 00:50:00,2022-00002525,3220 CONESTOGA DR
2022-02-09 01:01:00,2022-00002526,901 N PORTER AVE
2022-02-09 01:13:00,2022-00001975,1618 OAKHURST AVE
2022-02-09 01:13:00,2022-00002527,1618 OAKHURST AVE
2022-02-09 01:14:00,2022-00007089,2010 24TH AVE NW
2022-02-09 01:23:00,2022-00007090,15394 STATE HWY 9 HWY
2022-02-09 01:24:00,2022-00001976,917 24TH AVE SW
2022-02-09 01:24:00,2022-00002528,917 24TH AVE SW
2022-02-09 01:25:00,2022-00001977,1129 WOODS AVE
2022-02-09 01:25:00,2022-00002529,1129 WOODS AVE
2022-02-09 01:33:00,2022-00007091,COLLEGE AVE / CRUCE ST
2022-02-09 01:40:00,2022-00007093,325 E COMANCHE ST
2022-02-09 01:41:00,2022-00007092,643 CHAUTAUQUA AVE
2022-02-09 01:46:00,2022-00007094,300 NORMAN CENTER CT
2022-02-09 01:51:00,2022-00007095,901 N PORTER AVE
2022-02-09 02:11:00,2022-00007098,2200 CLASSEN BLVD
2022-02-09 02:12:00,2022-00001978,156 12TH AVE SE
2022-02-09 02:12:00,2022-00002530,156 12TH AVE SE
2022-02-09 02:12:00,2022-00007096,156 12TH AVE SE
2022-02-09 02:13:00,2022-00007097,15411 E STATE HWY 9 HWY
2022-02-09 02:43:00,2022-00002531,3300 HEALTHPLEX PKWY
2022-02-09 03:05:00,2022-00007099,3300 HEALTHPLEX PKWY
2022-02-09 03:38:00,2022-00002532,EMSSTAT
2022-02-09 03:38:00,2022-00007101,201 S CREEKDALE DR
2022-02-09 04:02:00,2022-00007102,1213 CROWN POINT AVE
2022-02-09 05:07:00,2022-00007103,901 N PORTER AVE
2022-02-09 05:08:00,2022-00001979,11115 BALLARD DR
2022-02-09 05:08:00,2022-00002533,11115 BALLARD DR
2022-02-09 05:15:00,2022-00002534,901 N PORTER AVE
2022-02-09 05:27:00,2022-00007104,577 BUCHANAN AVE
2022-02-09 05:38:00,2022-00007105,TWISTED OAK DR / 24TH AVE SE
2022-02-09 05:40:00,2022-00007106,2815 MONITOR AVE
2022-02-09 05:42:00,2022-00007107,STONEY BROOK DR / DOVE 
2022-02-09 05:56:00,2022-00007108,3300 HEALTHPLEX PKWY
2022-02-09 05:57:00,2022-00002535,901 N PORTER AVE
2022-02-09 06:22:00,2022-00007109,901 12TH AVE NE
2022-02-09 06:24:00,2022-00007111,2007 W LINDSEY ST
2022-02-09 06:26:00,2022-00007110,W ROBINSON ST / HIGHLAND PKWY
2022-02-09 06:27:00,2022-00007113,2110 VIRGINIA ST
2022-02-09 06:37:00,2022-00007112,156TH AVE NE / E INDIAN HILLS RD
2022-02-09 06:45:00,2022-00007117,2500 MEADOWOOD BLVD
2022-02-09 06:50:00,2022-00001980,990 N STATE DR
2022-02-09 06:50:00,2022-00002536,990 N STATE DR
2022-02-09 06:59:00,2022-00007114,2300 W MAIN ST
2022-02-09 07:04:00,2022-00007115,2701 CORPORATE CENTRE DR
2022-02-09 07:08:00,2022-00007116,E CEDAR LANE RD / 12TH AVE SE
2022-02-09 07:16:00,2022-00007120,2309 HOUSTON AVE
2022-02-09 07:29:00,2022-00001981,201 COLLIER DR
2022-02-09 07:29:00,2022-00002537,201 COLLIER DR
2022-02-09 07:30:00,2022-00001982,1709 CLIFFSIDE CT
2022-02-09 07:30:00,2022-00007118,1914 FILLMORE AVE
2022-02-09 07:35:00,2022-00001983,405 VICKSBURG CT
2022-02-09 07:36:00,2022-00007119,3401 W TECUMSEH RD
2022-02-09 07:37:00,2022-00001984,1776 E ROBINSON ST
2022-02-09 07:37:00,2022-00002538,1776 E ROBINSON ST
2022-02-09 07:41:00,2022-00007121,1600 ANN BRANDEN BLVD
2022-02-09 07:43:00,2022-00001985,4213 HUNTERS HILL RD
2022-02-09 07:59:00,2022-00007155,1213 CROWN POINT AVE
2022-02-09 07:59:00,2022-00007122,N FLOOD AVE / TECUMSEH DR
2022-02-09 08:00:00,2022-00007123,1725 BRANDON CIR
2022-02-09 08:06:00,2022-00007135,4509 MIDWAY DR
2022-02-09 08:07:00,2022-00007125,2309 HOUSTON AVE
2022-02-09 08:18:00,2022-00007138,125 VICKSBURG AVE
2022-02-09 08:20:00,2022-00002539,EMSSTAT
2022-02-09 08:20:00,2022-00001986,201 REED AVE
2022-02-09 08:26:00,2022-00007124,GOSHAWK DR / NIGHT HAWK DR
2022-02-09 08:32:00,2022-00007126,35.26348;-97.44164
2022-02-09 08:34:00,2022-00007127,2508 DEER CHASE DR
2022-02-09 08:38:00,2022-00002540,EMSSTAT
2022-02-09 08:38:00,2022-00001987,4200 E CEDAR LANE RD
2022-02-09 08:39:00,2022-00001988,1809 N STUBBEMAN AVE
2022-02-09 08:39:00,2022-00002541,1809 N STUBBEMAN AVE
2022-02-09 08:40:00,2022-00007128,2200 E IMHOFF RD
2022-02-09 08:41:00,2022-00007129,1067 RAMBLING OAKS DR
2022-02-09 08:45:00,2022-00002542,901 N PORTER AVE
2022-02-09 08:46:00,2022-00007131,1750 48TH AVE SE
2022-02-09 08:47:00,2022-00007133,201 22ND AVE NE
2022-02-09 08:49:00,2022-00007132,400 S SANTA FE AVE
2022-02-09 08:50:00,2022-00001989,BEAUMONT DR / 24TH AVE SE
2022-02-09 08:50:00,2022-00002543,BEAUMONT DR / 24TH AVE SE
2022-02-09 08:51:00,2022-00007136,2521 CARIBOU CT
2022-02-09 08:52:00,2022-00001990,E FRANKLIN RD / 24TH AVE NE
2022-02-09 08:52:00,2022-00002544,E FRANKLIN RD / 24TH AVE NE
2022-02-09 08:52:00,2022-00007134,E FRANKLIN RD / 24TH AVE NE
2022-02-09 08:53:00,2022-00001991,214 W EUFAULA ST
2022-02-09 09:04:00,2022-00007137,804 BRANCHWOOD CT
2022-02-09 09:19:00,2022-00007139,2550 W FRANKLIN RD
2022-02-09 09:22:00,2022-00007140,1914 CHERRY STONE ST
2022-02-09 09:23:00,2022-00001992,3137 WALNUT RD
2022-02-09 09:28:00,2022-00007148,HOUSTON AVE / LOIS ST
2022-02-09 09:31:00,2022-00007141,2342 HOUSTON AVE
2022-02-09 09:34:00,2022-00002545,1050 RAMBLING OAKS DR
2022-02-09 09:36:00,2022-00007142,595 TIMBERWOLF TRL
2022-02-09 09:36:00,2022-00002546,4554 W MAIN ST
2022-02-09 09:40:00,2022-00007143,100 N WEBSTER AVE
2022-02-09 09:40:00,2022-00007144,2021 ALAMEDA ST
2022-02-09 09:44:00,2022-00007145,3620 IVES WAY
2022-02-09 09:46:00,2022-00007149,3203 W ROBINSON ST
2022-02-09 09:47:00,2022-00007146,1914 CHERRY STONE ST
2022-02-09 09:53:00,2022-00007147,2500 VAN BUREN ST
2022-02-09 10:08:00,2022-00007150,200 VICKSBURG AVE
2022-02-09 10:09:00,2022-00001994,1307 BARBOUR ST
2022-02-09 10:11:00,2022-00007151,700 PARSONS ST
2022-02-09 10:15:00,2022-00007152,N PORTER AVE / E HAYES ST
2022-02-09 10:17:00,2022-00007153,201 W GRAY ST
2022-02-09 10:23:00,2022-00001995,1600 24TH AVE NW
2022-02-09 10:28:00,2022-00007154,3520 W TECUMSEH RD
2022-02-09 10:30:00,2022-00001996,1503 HIGH MEADOWS DR
2022-02-09 10:30:00,2022-00002548,1503 HIGH MEADOWS DR
2022-02-09 10:35:00,2022-00002556,3300 HEALTHPLEX PKWY
2022-02-09 10:35:00,2022-00007156,1918 WILMINGTON CT
2022-02-09 10:40:00,2022-00007157,1609 EISENHOWER RD
2022-02-09 10:49:00,2022-00007158,109 E TONHAWA ST
2022-02-09 10:49:00,2022-00007163,901 N PORTER AVE
2022-02-09 10:50:00,2022-00001997,201 COLLIER DR
2022-02-09 10:50:00,2022-00002549,201 COLLIER DR
2022-02-09 10:53:00,2022-00007162,7111 ETOWAH RD
2022-02-09 10:53:00,2022-00007160,N PORTER AVE / E HAYES ST
2022-02-09 10:54:00,2022-00007159,178 W ROBINSON ST
2022-02-09 10:55:00,2022-00007165,1005 E BROOKS ST
2022-02-09 10:56:00,2022-00001998,4310 48TH AVE NW
2022-02-09 11:00:00,2022-00007161,1500 24TH AVE SE
2022-02-09 11:04:00,2022-00007164,2200 CLASSEN BLVD
2022-02-09 11:07:00,2022-00007166,2201 W LINDSEY ST
2022-02-09 11:09:00,2022-00002554,901 N PORTER AVE
2022-02-09 11:16:00,2022-00007167,201 W GRAY ST
2022-02-09 11:16:00,2022-00001999,6120 ALAMEDA ST
2022-02-09 11:22:00,2022-00007168,2420 CLASSEN BLVD
2022-02-09 11:22:00,2022-00007176,777 S JENKINS AVE
2022-02-09 11:22:00,2022-00007169,W MAIN ST / N MERCEDES DR
2022-02-09 11:23:00,2022-00002564,901 N PORTER AVE
2022-02-09 11:23:00,2022-00007174,1301 ANN ARBOR DR
2022-02-09 11:24:00,2022-00002000,800 CANADIAN TRAILS DR
2022-02-09 11:24:00,2022-00002550,800 CANADIAN TRAILS DR
2022-02-09 11:27:00,2022-00007177,1100 W MAIN ST
2022-02-09 11:29:00,2022-00007170,213 CHALMETTE DR
2022-02-09 11:30:00,2022-00002551,EMSSTAT
2022-02-09 11:30:00,2022-00002001,1315 NORTHCLIFF AVE
2022-02-09 11:32:00,2022-00007175,2425 84TH AVE SE
2022-02-09 11:33:00,2022-00007171,3017 12TH AVE SE
2022-02-09 11:34:00,2022-00002002,750 CANADIAN TRAILS DR
2022-02-09 11:34:00,2022-00002552,750 CANADIAN TRAILS DR
2022-02-09 11:36:00,2022-00007173,2501 N PORTER AVE
2022-02-09 11:37:00,2022-00007172,2900 CHAUTAUQUA #215
2022-02-09 11:39:00,2022-00007179,W MAIN ST / 24TH AVE SW
2022-02-09 11:40:00,2022-00002560,EMSSTAT
2022-02-09 11:41:00,2022-00007178,1179 ROBINHOOD LN
2022-02-09 11:41:00,2022-00007205,3300 HEALTHPLEX PKWY
2022-02-09 11:43:00,2022-00007182,227 W MAIN ST
2022-02-09 11:44:00,2022-00002003,1776 E ROBINSON ST
2022-02-09 11:44:00,2022-00002553,1776 E ROBINSON ST
2022-02-09 11:45:00,2022-00007185,3110 HEALTHPLEX DR
2022-02-09 11:49:00,2022-00002004,E ROBINSON ST / 60TH AVE NE
2022-02-09 11:50:00,2022-00007181,711 N PETERS AVE
2022-02-09 11:51:00,2022-00007180,2420 CLASSEN BLVD
2022-02-09 11:51:00,2022-00007188,509 S CRAWFORD AVE
2022-02-09 11:57:00,2022-00007183,2514 W BROOKS ST
2022-02-09 11:58:00,2022-00007184,1626 FRANKLIN DR
2022-02-09 12:05:00,2022-00007186,1919 W BOYD ST
2022-02-09 12:07:00,2022-00007187,1251 TRIAD VILLAGE DR
2022-02-09 12:15:00,2022-00007190,1609 ROWENA LN
2022-02-09 12:15:00,2022-00007189,125 VICKSBURG AVE
2022-02-09 12:26:00,2022-00007191,24TH AVE NE / E FRANKLIN RD
2022-02-09 12:38:00,2022-00007192,2801 DEWEY AVE
2022-02-09 12:45:00,2022-00007193,430 DAKOTA ST
2022-02-09 12:45:00,2022-00007194,2420 CLASSEN BLVD
2022-02-09 12:46:00,2022-00007195,2300 ALEX PLAZA DR
2022-02-09 12:53:00,2022-00007196,201 W GRAY ST
2022-02-09 12:57:00,2022-00007197,3401 TECUMSEH RIDGE RD
2022-02-09 12:58:00,2022-00000034,14306 MESQUITE RD
2022-02-09 12:58:00,2022-00002005,14306 MESQUITE RD
2022-02-09 13:03:00,2022-00002555,3300 HEALTHPLEX PKWY
2022-02-09 13:05:00,2022-00007198,W FRANKLIN RD / 24TH AVE NW
2022-02-09 13:06:00,2022-00007200,2900 OAK TREE AVE
2022-02-09 13:08:00,2022-00007199,1677 HIGH MEADOWS DR
2022-02-09 13:08:00,2022-00007202,1924 24TH AVE NW
2022-02-09 13:08:00,2022-00007206,3001 OAK TREE AVE
